,Date,Region,TotalInfected,NewInfected,Recovered,NewRecovered,Deceased,NewDeceased
12427,2020-12-19,Mizoram,160,-4.0,3943,20.0,7,0.0
12428,2020-12-19,Nagaland,554,7.0,11205,5.0,73,0.0
12429,2020-12-19,Odisha,2729,-9.0,320947,363.0,1829,4.0
12430,2020-12-19,Puducherry,316,9.0,36731,38.0,623,1.0
12431,2020-12-19,Punjab,5981,-64.0,151119,483.0,5170,20.0
12432,2020-12-19,Rajasthan,13058,-589.0,281372,1655.0,2599,10.0
12433,2020-12-19,Sikkim,304,10.0,5012,22.0,123,1.0
12434,2020-12-19,Tamil Nadu,9781,-48.0,782915,1170.0,11954,12.0
12435,2020-12-19,Telengana,6942,-98.0,272370,721.0,1510,4.0
12436,2020-12-19,Tripura,265,-5.0,32501,30.0,378,0.0
12437,2020-12-19,Uttarakhand,6067,5.0,77803,560.0,1399,15.0
12438,2020-12-19,Uttar Pradesh,17955,-195.0,546087,1584.0,8154,18.0
12439,2020-12-19,West Bengal,19065,-532.0,504353,2729.0,9277,42.0
12440,2020-12-20,Andaman and Nicobar Islands,95,-1.0,4719,7.0,61,0.0
12441,2020-12-20,Andhra Pradesh,4355,-22.0,866856,497.0,7074,4.0
12442,2020-12-20,Arunachal Pradesh,241,7.0,16333,11.0,55,0.0
12443,2020-12-20,Assam,3526,-13.0,210808,108.0,1012,1.0
12444,2020-12-20,Bihar,5205,-165.0,239109,793.0,1347,6.0
12445,2020-12-20,Chandigarh,494,-41.0,18244,105.0,306,1.0
12446,2020-12-20,Chhattisgarh,17040,-448.0,246054,1807.0,3172,9.0
12447,2020-12-20,Dadra and Nagar Haveli and Daman and Diu,9,-1.0,3352,2.0,2,0.0
12448,2020-12-20,Delhi,10358,-1061.0,595305,2168.0,10251,32.0
12449,2020-12-20,Goa,978,17.0,48280,110.0,718,0.0
12450,2020-12-20,Gujarat,12127,-233.0,217935,1252.0,4227,7.0
12451,2020-12-20,Haryana,6079,-498.0,248172,1075.0,2816,13.0
12452,2020-12-20,Himachal Pradesh,5966,-8.0,45174,390.0,870,3.0
12453,2020-12-20,Jammu and Kashmir,4076,-168.0,112093,465.0,1837,4.0
12454,2020-12-20,Jharkhand,1718,11.0,110125,234.0,1010,2.0
12455,2020-12-20,Karnataka,14389,-1010.0,881882,2147.0,12004,15.0
12456,2020-12-20,Kerala,60558,1515.0,636814,4749.0,2786,29.0
12457,2020-12-20,Ladakh,423,-50.0,8723,68.0,124,0.0
12458,2020-12-20,Madhya Pradesh,11446,-430.0,215211,1410.0,3468,15.0
12459,2020-12-20,Maharashtra,62218,747.0,1781841,3119.0,48648,74.0
12460,2020-12-20,Manipur,1750,-85.0,25512,141.0,336,2.0
12461,2020-12-20,Meghalaya,557,-29.0,12531,61.0,133,0.0
12462,2020-12-20,Mizoram,158,-2.0,3957,14.0,7,0.0
12463,2020-12-20,Nagaland,538,-16.0,11230,25.0,73,0.0
12464,2020-12-20,Odisha,2720,-9.0,321309,362.0,1832,3.0
12465,2020-12-20,Puducherry,339,23.0,36752,21.0,624,1.0
12466,2020-12-20,Punjab,5837,-144.0,151679,560.0,5189,19.0
12467,2020-12-20,Rajasthan,12779,-279.0,282631,1259.0,2608,9.0
12468,2020-12-20,Sikkim,401,97.0,5037,25.0,123,0.0
12469,2020-12-20,Tamil Nadu,9692,-89.0,784117,1202.0,11968,14.0
12470,2020-12-20,Telengana,6888,-54.0,273013,643.0,1513,3.0
12471,2020-12-20,Tripura,257,-8.0,32532,31.0,378,0.0
12472,2020-12-20,Uttarakhand,6074,7.0,78371,568.0,1408,9.0
12473,2020-12-20,Uttar Pradesh,17593,-362.0,547631,1544.0,8177,23.0
12474,2020-12-20,West Bengal,18460,-605.0,507070,2717.0,9320,43.0
12475,2020-12-20,Andaman and Nicobar Islands,95,-1.0,4719,7.0,61,0.0
12476,2020-12-20,Andhra Pradesh,4355,-22.0,866856,497.0,7074,4.0
12477,2020-12-20,Arunachal Pradesh,241,7.0,16333,11.0,55,0.0
12478,2020-12-20,Assam,3526,-13.0,210808,108.0,1012,1.0
12479,2020-12-20,Bihar,5205,-165.0,239109,793.0,1347,6.0
12480,2020-12-20,Chandigarh,494,-41.0,18244,105.0,306,1.0
12481,2020-12-20,Chhattisgarh,17040,-448.0,246054,1807.0,3172,9.0
12482,2020-12-20,Dadra and Nagar Haveli and Daman and Diu,9,-1.0,3352,2.0,2,0.0
12483,2020-12-20,Delhi,10358,-1061.0,595305,2168.0,10251,32.0
12484,2020-12-20,Goa,978,17.0,48280,110.0,718,0.0
12485,2020-12-20,Gujarat,12127,-233.0,217935,1252.0,4227,7.0
12486,2020-12-20,Haryana,6079,-498.0,248172,1075.0,2816,13.0
12487,2020-12-20,Himachal Pradesh,5966,-8.0,45174,390.0,870,3.0
12488,2020-12-20,Jammu and Kashmir,4076,-168.0,112093,465.0,1837,4.0
12489,2020-12-20,Jharkhand,1718,11.0,110125,234.0,1010,2.0
12490,2020-12-20,Karnataka,14389,-1010.0,881882,2147.0,12004,15.0
12491,2020-12-20,Kerala,60558,1515.0,636814,4749.0,2786,29.0
12492,2020-12-20,Ladakh,423,-50.0,8723,68.0,124,0.0
12493,2020-12-20,Madhya Pradesh,11446,-430.0,215211,1410.0,3468,15.0
12494,2020-12-20,Maharashtra,62218,747.0,1781841,3119.0,48648,74.0
12495,2020-12-20,Manipur,1750,-85.0,25512,141.0,336,2.0
12496,2020-12-20,Meghalaya,557,-29.0,12531,61.0,133,0.0
12497,2020-12-20,Mizoram,158,-2.0,3957,14.0,7,0.0
12498,2020-12-20,Nagaland,538,-16.0,11230,25.0,73,0.0
12499,2020-12-20,Odisha,2720,-9.0,321309,362.0,1832,3.0
12500,2020-12-20,Puducherry,339,23.0,36752,21.0,624,1.0
12501,2020-12-20,Punjab,5837,-144.0,151679,560.0,5189,19.0
12502,2020-12-20,Rajasthan,12779,-279.0,282631,1259.0,2608,9.0
12503,2020-12-20,Sikkim,401,97.0,5037,25.0,123,0.0
12504,2020-12-20,Tamil Nadu,9692,-89.0,784117,1202.0,11968,14.0
12505,2020-12-20,Telengana,6888,-54.0,273013,643.0,1513,3.0
12506,2020-12-20,Tripura,257,-8.0,32532,31.0,378,0.0
12507,2020-12-20,Uttarakhand,6074,7.0,78371,568.0,1408,9.0
12508,2020-12-20,Uttar Pradesh,17593,-362.0,547631,1544.0,8177,23.0
12509,2020-12-20,West Bengal,18460,-605.0,507070,2717.0,9320,43.0
12510,2020-12-21,Andaman and Nicobar Islands,88,-7.0,4732,13.0,61,0.0
12511,2020-12-21,Andhra Pradesh,4202,-153.0,867445,589.0,7076,2.0
12512,2020-12-21,Arunachal Pradesh,225,-16.0,16350,17.0,55,0.0
12513,2020-12-21,Assam,3520,-6.0,210872,64.0,1017,5.0
12514,2020-12-21,Bihar,5140,-65.0,239693,584.0,1352,5.0
12515,2020-12-21,Chandigarh,437,-57.0,18328,84.0,308,2.0
12516,2020-12-21,Chhattisgarh,16558,-482.0,247480,1426.0,3181,9.0
12517,2020-12-21,Dadra and Nagar Haveli and Daman and Diu,9,0.0,3352,0.0,2,0.0
12518,2020-12-21,Delhi,10148,-210.0,596580,1275.0,10277,26.0
12519,2020-12-21,Goa,972,-6.0,48371,91.0,721,3.0
12520,2020-12-21,Gujarat,11940,-187.0,219125,1190.0,4234,7.0
12521,2020-12-21,Haryana,5888,-191.0,248935,763.0,2821,5.0
12522,2020-12-21,Himachal Pradesh,5196,-770.0,46257,1083.0,876,6.0
12523,2020-12-21,Jammu and Kashmir,3854,-222.0,112568,475.0,1841,4.0
12524,2020-12-21,Jharkhand,1708,-10.0,110307,182.0,1010,0.0
12525,2020-12-21,Karnataka,14516,127.0,882944,1062.0,12009,5.0
12526,2020-12-21,Kerala,61768,1210.0,641285,4471.0,2816,30.0
12527,2020-12-21,Ladakh,354,-69.0,8801,78.0,124,0.0
12528,2020-12-21,Madhya Pradesh,11318,-128.0,216485,1274.0,3481,13.0
12529,2020-12-21,Maharashtra,63867,1649.0,1783905,2064.0,48746,98.0
12530,2020-12-21,Manipur,1663,-87.0,25646,134.0,337,1.0
12531,2020-12-21,Meghalaya,499,-58.0,12620,89.0,134,1.0
12532,2020-12-21,Mizoram,154,-4.0,3963,6.0,7,0.0
12533,2020-12-21,Nagaland,496,-42.0,11273,43.0,73,0.0
12534,2020-12-21,Odisha,2750,30.0,321647,338.0,1836,4.0
12535,2020-12-21,Puducherry,345,6.0,36777,25.0,626,2.0
12536,2020-12-21,Punjab,5618,-219.0,152223,544.0,5201,12.0
12537,2020-12-21,Rajasthan,12422,-357.0,283957,1326.0,2617,9.0
12538,2020-12-21,Sikkim,374,-27.0,5075,38.0,124,1.0
12539,2020-12-21,Tamil Nadu,9593,-99.0,785315,1198.0,11983,15.0
12540,2020-12-21,Telengana,6590,-298.0,273625,612.0,1515,2.0
12541,2020-12-21,Tripura,234,-23.0,32561,29.0,380,2.0
12542,2020-12-21,Uttarakhand,6177,103.0,78727,356.0,1413,5.0
12543,2020-12-21,Uttar Pradesh,17245,-348.0,549190,1559.0,8196,19.0
12544,2020-12-21,West Bengal,17771,-689.0,509697,2627.0,9360,40.0
12545,2020-12-22,Andaman and Nicobar Islands,86,-2.0,4740,8.0,62,1.0
12546,2020-12-22,Andhra Pradesh,3992,-210.0,867867,422.0,7078,2.0
12547,2020-12-22,Arunachal Pradesh,227,2.0,16369,19.0,56,1.0
12548,2020-12-22,Assam,3525,5.0,210965,93.0,1020,3.0
12549,2020-12-22,Bihar,4991,-149.0,240219,526.0,1358,6.0
12550,2020-12-22,Chandigarh,389,-48.0,18429,101.0,310,2.0
12551,2020-12-22,Chhattisgarh,16060,-498.0,249218,1738.0,3199,18.0
12552,2020-12-22,Dadra and Nagar Haveli and Daman and Diu,7,-2.0,3354,2.0,2,0.0
12553,2020-12-22,Delhi,9255,-893.0,598249,1669.0,10304,27.0
12554,2020-12-22,Goa,941,-31.0,48479,108.0,723,2.0
12555,2020-12-22,Gujarat,11625,-315.0,220393,1268.0,4241,7.0
12556,2020-12-22,Haryana,5525,-363.0,249840,905.0,2832,11.0
12557,2020-12-22,Himachal Pradesh,4886,-310.0,46852,595.0,885,9.0
12558,2020-12-22,Jammu and Kashmir,3625,-229.0,113026,458.0,1844,3.0
12559,2020-12-22,Jharkhand,1675,-33.0,110512,205.0,1011,1.0
12560,2020-12-22,Karnataka,14020,-496.0,884205,1261.0,12016,7.0
12561,2020-12-22,Kerala,60670,-1098.0,645779,4494.0,2843,27.0
12562,2020-12-22,Ladakh,309,-45.0,8852,51.0,125,1.0
12563,2020-12-22,Madhya Pradesh,11054,-264.0,217775,1290.0,3490,9.0
12564,2020-12-22,Maharashtra,60593,-3274.0,1789958,6053.0,48801,55.0
12565,2020-12-22,Manipur,1568,-95.0,25779,133.0,337,0.0
12566,2020-12-22,Meghalaya,432,-67.0,12692,72.0,134,0.0
12567,2020-12-22,Mizoram,153,-1.0,3973,10.0,7,0.0
12568,2020-12-22,Nagaland,462,-34.0,11323,50.0,73,0.0
12569,2020-12-22,Odisha,2801,51.0,321956,309.0,1839,3.0
12570,2020-12-22,Puducherry,332,-13.0,36803,26.0,627,1.0
12571,2020-12-22,Punjab,5408,-210.0,152758,535.0,5212,11.0
12572,2020-12-22,Rajasthan,11961,-461.0,285322,1365.0,2626,9.0
12573,2020-12-22,Sikkim,360,-14.0,5092,17.0,124,0.0
12574,2020-12-22,Tamil Nadu,9495,-98.0,786472,1157.0,11995,12.0
12575,2020-12-22,Telengana,6569,-21.0,274260,635.0,1518,3.0
12576,2020-12-22,Tripura,213,-21.0,32595,34.0,380,0.0
12577,2020-12-22,Uttarakhand,5584,-593.0,79755,1028.0,1426,13.0
12578,2020-12-22,Uttar Pradesh,16822,-423.0,550587,1397.0,8212,16.0
12579,2020-12-22,West Bengal,16903,-868.0,512039,2342.0,9401,41.0
12580,2020-12-22,Andaman and Nicobar Islands,86,-2.0,4740,8.0,62,1.0
12581,2020-12-22,Andhra Pradesh,3992,-210.0,867867,422.0,7078,2.0
12582,2020-12-22,Arunachal Pradesh,227,2.0,16369,19.0,56,1.0
12583,2020-12-22,Assam,3525,5.0,210965,93.0,1020,3.0
12584,2020-12-22,Bihar,4991,-149.0,240219,526.0,1358,6.0
12585,2020-12-22,Chandigarh,389,-48.0,18429,101.0,310,2.0
12586,2020-12-22,Chhattisgarh,16060,-498.0,249218,1738.0,3199,18.0
12587,2020-12-22,Dadra and Nagar Haveli and Daman and Diu,7,-2.0,3354,2.0,2,0.0
12588,2020-12-22,Delhi,9255,-893.0,598249,1669.0,10304,27.0
12589,2020-12-22,Goa,941,-31.0,48479,108.0,723,2.0
12590,2020-12-22,Gujarat,11625,-315.0,220393,1268.0,4241,7.0
12591,2020-12-22,Haryana,5525,-363.0,249840,905.0,2832,11.0
12592,2020-12-22,Himachal Pradesh,4886,-310.0,46852,595.0,885,9.0
12593,2020-12-22,Jammu and Kashmir,3625,-229.0,113026,458.0,1844,3.0
12594,2020-12-22,Jharkhand,1675,-33.0,110512,205.0,1011,1.0
12595,2020-12-22,Karnataka,14020,-496.0,884205,1261.0,12016,7.0
12596,2020-12-22,Kerala,60670,-1098.0,645779,4494.0,2843,27.0
12597,2020-12-22,Ladakh,309,-45.0,8852,51.0,125,1.0
12598,2020-12-22,Madhya Pradesh,11054,-264.0,217775,1290.0,3490,9.0
12599,2020-12-22,Maharashtra,60593,-3274.0,1789958,6053.0,48801,55.0
12600,2020-12-22,Manipur,1568,-95.0,25779,133.0,337,0.0
12601,2020-12-22,Meghalaya,432,-67.0,12692,72.0,134,0.0
12602,2020-12-22,Mizoram,153,-1.0,3973,10.0,7,0.0
12603,2020-12-22,Nagaland,462,-34.0,11323,50.0,73,0.0
12604,2020-12-22,Odisha,2801,51.0,321956,309.0,1839,3.0
12605,2020-12-22,Puducherry,332,-13.0,36803,26.0,627,1.0
12606,2020-12-22,Punjab,5408,-210.0,152758,535.0,5212,11.0
12607,2020-12-22,Rajasthan,11961,-461.0,285322,1365.0,2626,9.0
12608,2020-12-22,Sikkim,360,-14.0,5092,17.0,124,0.0
12609,2020-12-22,Tamil Nadu,9495,-98.0,786472,1157.0,11995,12.0
12610,2020-12-22,Telengana,6569,-21.0,274260,635.0,1518,3.0
12611,2020-12-22,Tripura,213,-21.0,32595,34.0,380,0.0
12612,2020-12-22,Uttarakhand,5584,-593.0,79755,1028.0,1426,13.0
12613,2020-12-22,Uttar Pradesh,16822,-423.0,550587,1397.0,8212,16.0
12614,2020-12-22,West Bengal,16903,-868.0,512039,2342.0,9401,41.0
12615,2020-12-23,Andaman and Nicobar Islands,82,-4.0,4749,9.0,62,0.0
12616,2020-12-23,Andhra Pradesh,3978,-14.0,868279,412.0,7082,4.0
12617,2020-12-23,Arunachal Pradesh,222,-5.0,16379,10.0,56,0.0
12618,2020-12-23,Assam,3483,-42.0,211078,113.0,1024,4.0
12619,2020-12-23,Bihar,5030,39.0,240716,497.0,1362,4.0
12620,2020-12-23,Chandigarh,364,-25.0,18508,79.0,312,2.0
12621,2020-12-23,Chhattisgarh,15879,-181.0,250766,1548.0,3212,13.0
12622,2020-12-23,Dadra and Nagar Haveli and Daman and Diu,5,-2.0,3357,3.0,2,0.0
12623,2020-12-23,Delhi,8735,-520.0,599683,1434.0,10329,25.0
12624,2020-12-23,Goa,947,6.0,48567,88.0,725,2.0
12625,2020-12-23,Gujarat,11397,-228.0,221602,1209.0,4248,7.0
12626,2020-12-23,Haryana,5387,-138.0,250502,662.0,2842,10.0
12627,2020-12-23,Himachal Pradesh,4791,-95.0,47275,423.0,889,4.0
12628,2020-12-23,Jammu and Kashmir,3646,21.0,113307,281.0,1850,6.0
12629,2020-12-23,Jharkhand,1635,-40.0,110758,246.0,1014,3.0
12630,2020-12-23,Karnataka,14012,-8.0,885341,1136.0,12029,13.0
12631,2020-12-23,Kerala,61635,965.0,650836,5057.0,2870,27.0
12632,2020-12-23,Ladakh,270,-39.0,8901,49.0,125,0.0
12633,2020-12-23,Madhya Pradesh,10994,-60.0,218828,1053.0,3502,12.0
12634,2020-12-23,Maharashtra,59502,-1091.0,1794080,4122.0,48876,75.0
12635,2020-12-23,Manipur,1458,-110.0,25928,149.0,337,0.0
12636,2020-12-23,Meghalaya,430,-2.0,12735,43.0,134,0.0
12637,2020-12-23,Mizoram,145,-8.0,3989,16.0,7,0.0
12638,2020-12-23,Nagaland,417,-45.0,11373,50.0,76,3.0
12639,2020-12-23,Odisha,2728,-73.0,322344,388.0,1843,4.0
12640,2020-12-23,Puducherry,360,28.0,36822,19.0,629,2.0
12641,2020-12-23,Punjab,5053,-355.0,153382,624.0,5230,18.0
12642,2020-12-23,Rajasthan,11601,-360.0,286481,1159.0,2634,8.0
12643,2020-12-23,Sikkim,378,18.0,5108,16.0,124,0.0
12644,2020-12-23,Tamil Nadu,9391,-104.0,787611,1139.0,12012,17.0
12645,2020-12-23,Telengana,6627,58.0,274833,573.0,1522,4.0
12646,2020-12-23,Tripura,207,-6.0,32613,18.0,383,3.0
12647,2020-12-23,Uttarakhand,5512,-72.0,80425,670.0,1439,13.0
12648,2020-12-23,Uttar Pradesh,16691,-131.0,551917,1330.0,8224,12.0
12649,2020-12-23,West Bengal,16248,-655.0,514309,2270.0,9439,38.0
12650,2020-12-23,Andaman and Nicobar Islands,82,-4.0,4749,9.0,62,0.0
12651,2020-12-23,Andhra Pradesh,3978,-14.0,868279,412.0,7082,4.0
12652,2020-12-23,Arunachal Pradesh,222,-5.0,16379,10.0,56,0.0
12653,2020-12-23,Assam,3483,-42.0,211078,113.0,1024,4.0
12654,2020-12-23,Bihar,5030,39.0,240716,497.0,1362,4.0
12655,2020-12-23,Chandigarh,364,-25.0,18508,79.0,312,2.0
12656,2020-12-23,Chhattisgarh,15879,-181.0,250766,1548.0,3212,13.0
12657,2020-12-23,Dadra and Nagar Haveli and Daman and Diu,5,-2.0,3357,3.0,2,0.0
12658,2020-12-23,Delhi,8735,-520.0,599683,1434.0,10329,25.0
12659,2020-12-23,Goa,947,6.0,48567,88.0,725,2.0
12660,2020-12-23,Gujarat,11397,-228.0,221602,1209.0,4248,7.0
12661,2020-12-23,Haryana,5387,-138.0,250502,662.0,2842,10.0
12662,2020-12-23,Himachal Pradesh,4791,-95.0,47275,423.0,889,4.0
12663,2020-12-23,Jammu and Kashmir,3646,21.0,113307,281.0,1850,6.0
12664,2020-12-23,Jharkhand,1635,-40.0,110758,246.0,1014,3.0
12665,2020-12-23,Karnataka,14012,-8.0,885341,1136.0,12029,13.0
12666,2020-12-23,Kerala,61635,965.0,650836,5057.0,2870,27.0
12667,2020-12-23,Ladakh,270,-39.0,8901,49.0,125,0.0
12668,2020-12-23,Madhya Pradesh,10994,-60.0,218828,1053.0,3502,12.0
12669,2020-12-23,Maharashtra,59502,-1091.0,1794080,4122.0,48876,75.0
12670,2020-12-23,Manipur,1458,-110.0,25928,149.0,337,0.0
12671,2020-12-23,Meghalaya,430,-2.0,12735,43.0,134,0.0
12672,2020-12-23,Mizoram,145,-8.0,3989,16.0,7,0.0
12673,2020-12-23,Nagaland,417,-45.0,11373,50.0,76,3.0
12674,2020-12-23,Odisha,2728,-73.0,322344,388.0,1843,4.0
12675,2020-12-23,Puducherry,360,28.0,36822,19.0,629,2.0
12676,2020-12-23,Punjab,5053,-355.0,153382,624.0,5230,18.0
12677,2020-12-23,Rajasthan,11601,-360.0,286481,1159.0,2634,8.0
12678,2020-12-23,Sikkim,378,18.0,5108,16.0,124,0.0
12679,2020-12-23,Tamil Nadu,9391,-104.0,787611,1139.0,12012,17.0
12680,2020-12-23,Telengana,6627,58.0,274833,573.0,1522,4.0
12681,2020-12-23,Tripura,207,-6.0,32613,18.0,383,3.0
12682,2020-12-23,Uttarakhand,5512,-72.0,80425,670.0,1439,13.0
12683,2020-12-23,Uttar Pradesh,16691,-131.0,551917,1330.0,8224,12.0
12684,2020-12-23,West Bengal,16248,-655.0,514309,2270.0,9439,38.0
12685,2020-12-24,Andaman and Nicobar Islands,73,-9.0,4761,12.0,62,0.0
12686,2020-12-24,Andhra Pradesh,3864,-114.0,868769,490.0,7085,3.0
12687,2020-12-24,Arunachal Pradesh,212,-10.0,16401,22.0,56,0.0
12688,2020-12-24,Assam,3470,-13.0,211181,103.0,1029,5.0
12689,2020-12-24,Bihar,5408,378.0,241031,315.0,1368,6.0
12690,2020-12-24,Chandigarh,369,5.0,18584,76.0,313,1.0
12691,2020-12-24,Chhattisgarh,15635,-244.0,252332,1566.0,3227,15.0
12692,2020-12-24,Dadra and Nagar Haveli and Daman and Diu,6,1.0,3357,0.0,2,0.0
12693,2020-12-24,Delhi,8003,-732.0,601268,1585.0,10347,18.0
12694,2020-12-24,Goa,1000,53.0,48637,70.0,727,2.0
12695,2020-12-24,Gujarat,11040,-357.0,222911,1309.0,4254,6.0
12696,2020-12-24,Haryana,5230,-157.0,251149,647.0,2847,5.0
12697,2020-12-24,Himachal Pradesh,4629,-162.0,47869,594.0,894,5.0
12698,2020-12-24,Jammu and Kashmir,3555,-91.0,113645,338.0,1853,3.0
12699,2020-12-24,Jharkhand,1633,-2.0,110962,204.0,1014,0.0
12700,2020-12-24,Karnataka,13755,-257.0,886547,1206.0,12038,9.0
12701,2020-12-24,Kerala,62974,1339.0,655644,4808.0,2892,22.0
12702,2020-12-24,Ladakh,237,-33.0,8947,46.0,125,0.0
12703,2020-12-24,Madhya Pradesh,10766,-228.0,220051,1223.0,3514,12.0
12704,2020-12-24,Maharashtra,55702,-3800.0,1801700,7620.0,48969,93.0
12705,2020-12-24,Manipur,1459,1.0,26030,102.0,338,1.0
12706,2020-12-24,Meghalaya,299,-131.0,12894,159.0,135,1.0
12707,2020-12-24,Mizoram,140,-5.0,4008,19.0,8,1.0
12708,2020-12-24,Nagaland,377,-40.0,11423,50.0,77,1.0
12709,2020-12-24,Odisha,2785,57.0,322648,304.0,1846,3.0
12710,2020-12-24,Puducherry,350,-10.0,36866,44.0,629,0.0
12711,2020-12-24,Punjab,4938,-115.0,153964,582.0,5243,13.0
12712,2020-12-24,Rajasthan,11648,47.0,287418,937.0,2642,8.0
12713,2020-12-24,Sikkim,397,19.0,5110,2.0,125,1.0
12714,2020-12-24,Tamil Nadu,9314,-77.0,788742,1131.0,12024,12.0
12715,2020-12-24,Telengana,6815,188.0,275217,384.0,1524,2.0
12716,2020-12-24,Tripura,192,-15.0,32640,27.0,384,1.0
12717,2020-12-24,Uttarakhand,5507,-5.0,80986,561.0,1447,8.0
12718,2020-12-24,Uttar Pradesh,16378,-313.0,553019,1102.0,8245,21.0
12719,2020-12-24,West Bengal,15689,-559.0,516462,2153.0,9473,34.0
12720,2020-12-25,Andaman and Nicobar Islands,64,-9.0,4775,14.0,62,0.0
12721,2020-12-25,Andhra Pradesh,3862,-2.0,869124,355.0,7089,4.0
12722,2020-12-25,Arunachal Pradesh,184,-28.0,16438,37.0,56,0.0
12723,2020-12-25,Assam,3456,-14.0,211286,105.0,1033,4.0
12724,2020-12-25,Bihar,5434,26.0,241546,515.0,1371,3.0
12725,2020-12-25,Chandigarh,361,-8.0,18634,50.0,314,1.0
12726,2020-12-25,Chhattisgarh,15153,-482.0,254024,1692.0,3249,22.0
12727,2020-12-25,Dadra and Nagar Haveli and Daman and Diu,8,2.0,3357,0.0,2,0.0
12728,2020-12-25,Delhi,7909,-94.0,602388,1120.0,10384,37.0
12729,2020-12-25,Goa,1001,1.0,48725,88.0,728,1.0
12730,2020-12-25,Gujarat,10841,-199.0,224092,1181.0,4262,8.0
12731,2020-12-25,Haryana,4983,-247.0,251908,759.0,2854,7.0
12732,2020-12-25,Himachal Pradesh,4681,52.0,48186,317.0,899,5.0
12733,2020-12-25,Jammu and Kashmir,3540,-15.0,113944,299.0,1860,7.0
12734,2020-12-25,Jharkhand,1595,-38.0,111175,213.0,1016,2.0
12735,2020-12-25,Karnataka,13629,-126.0,887815,1268.0,12039,1.0
12736,2020-12-25,Kerala,63328,354.0,660445,4801.0,2914,22.0
12737,2020-12-25,Ladakh,246,9.0,8969,22.0,126,1.0
12738,2020-12-25,Madhya Pradesh,10676,-90.0,221169,1118.0,3524,10.0
12739,2020-12-25,Maharashtra,56022,320.0,1804871,3171.0,49058,89.0
12740,2020-12-25,Manipur,1362,-97.0,26173,143.0,341,3.0
12741,2020-12-25,Meghalaya,283,-16.0,12922,28.0,135,0.0
12742,2020-12-25,Mizoram,146,6.0,4024,16.0,8,0.0
12743,2020-12-25,Nagaland,305,-72.0,11508,85.0,77,0.0
12744,2020-12-25,Odisha,2720,-65.0,322972,324.0,1850,4.0
12745,2020-12-25,Puducherry,364,14.0,36892,26.0,629,0.0
12746,2020-12-25,Punjab,4812,-126.0,154433,469.0,5260,17.0
12747,2020-12-25,Rajasthan,11671,23.0,288388,970.0,2650,8.0
12748,2020-12-25,Sikkim,420,23.0,5119,9.0,125,0.0
12749,2020-12-25,Tamil Nadu,9217,-97.0,789862,1120.0,12036,12.0
12750,2020-12-25,Telengana,6839,24.0,275708,491.0,1527,3.0
12751,2020-12-25,Tripura,184,-8.0,32657,17.0,384,0.0
12752,2020-12-25,Uttarakhand,5331,-176.0,81587,601.0,1458,11.0
12753,2020-12-25,Uttar Pradesh,16099,-279.0,554202,1183.0,8267,22.0
12754,2020-12-25,West Bengal,15193,-496.0,518516,2054.0,9505,32.0
12755,2020-12-25,Andaman and Nicobar Islands,64,-9.0,4775,14.0,62,0.0
12756,2020-12-25,Andhra Pradesh,3862,-2.0,869124,355.0,7089,4.0
12757,2020-12-25,Arunachal Pradesh,184,-28.0,16438,37.0,56,0.0
12758,2020-12-25,Assam,3456,-14.0,211286,105.0,1033,4.0
12759,2020-12-25,Bihar,5434,26.0,241546,515.0,1371,3.0
12760,2020-12-25,Chandigarh,361,-8.0,18634,50.0,314,1.0
12761,2020-12-25,Chhattisgarh,15153,-482.0,254024,1692.0,3249,22.0
12762,2020-12-25,Dadra and Nagar Haveli and Daman and Diu,8,2.0,3357,0.0,2,0.0
12763,2020-12-25,Delhi,7909,-94.0,602388,1120.0,10384,37.0
12764,2020-12-25,Goa,1001,1.0,48725,88.0,728,1.0
12765,2020-12-25,Gujarat,10841,-199.0,224092,1181.0,4262,8.0
12766,2020-12-25,Haryana,4983,-247.0,251908,759.0,2854,7.0
12767,2020-12-25,Himachal Pradesh,4681,52.0,48186,317.0,899,5.0
12768,2020-12-25,Jammu and Kashmir,3540,-15.0,113944,299.0,1860,7.0
12769,2020-12-25,Jharkhand,1595,-38.0,111175,213.0,1016,2.0
12770,2020-12-25,Karnataka,13629,-126.0,887815,1268.0,12039,1.0
12771,2020-12-25,Kerala,63328,354.0,660445,4801.0,2914,22.0
12772,2020-12-25,Ladakh,246,9.0,8969,22.0,126,1.0
12773,2020-12-25,Madhya Pradesh,10676,-90.0,221169,1118.0,3524,10.0
12774,2020-12-25,Maharashtra,56022,320.0,1804871,3171.0,49058,89.0
12775,2020-12-25,Manipur,1362,-97.0,26173,143.0,341,3.0
12776,2020-12-25,Meghalaya,283,-16.0,12922,28.0,135,0.0
12777,2020-12-25,Mizoram,146,6.0,4024,16.0,8,0.0
12778,2020-12-25,Nagaland,305,-72.0,11508,85.0,77,0.0
12779,2020-12-25,Odisha,2720,-65.0,322972,324.0,1850,4.0
12780,2020-12-25,Puducherry,364,14.0,36892,26.0,629,0.0
12781,2020-12-25,Punjab,4812,-126.0,154433,469.0,5260,17.0
12782,2020-12-25,Rajasthan,11671,23.0,288388,970.0,2650,8.0
12783,2020-12-25,Sikkim,420,23.0,5119,9.0,125,0.0
12784,2020-12-25,Tamil Nadu,9217,-97.0,789862,1120.0,12036,12.0
12785,2020-12-25,Telengana,6839,24.0,275708,491.0,1527,3.0
